,Annee modele,Marque,Modele,Categorie de vehicule,Cylindree (L),Cylindres,Transmission,Type de carburant,Ville (L/100 km),Route (L/100 km),Combinee (L/100 km),Combinee (mi/gal),Emissions de CO2 (g/km),Indice de CO2,Indice de smog
17326,2014,Infiniti,QX60,Véhicule utilitaire sport : petit,3.5,6,AV,Z,11.9,9.0,10.6,27,244,s.o.,s.o.
17327,2014,Infiniti,QX60 AWD,Véhicule utilitaire sport : petit,3.5,6,AV,Z,12.3,9.3,11.0,26,253,s.o.,s.o.
17328,2014,Infiniti,QX60 Hybrid AWD,Véhicule utilitaire sport : ordinaire,2.5,4,AV,X,8.8,8.2,8.5,33,196,s.o.,s.o.
17329,2014,Infiniti,QX70 AWD,Véhicule utilitaire sport : petit,3.7,6,AS7,Z,14.5,10.7,12.8,22,294,s.o.,s.o.
17330,2014,Infiniti,QX70 AWD,Véhicule utilitaire sport : petit,5.0,8,AS7,Z,16.6,11.9,14.5,19,334,s.o.,s.o.
17331,2014,Infiniti,QX80 4WD,Véhicule utilitaire sport : ordinaire,5.6,8,AS7,Z,17.4,12.1,15.0,19,345,s.o.,s.o.
17332,2014,Jaguar,F-TYPE Convertible,Deux places,3.0,6,AS8,Z,11.8,8.4,10.3,27,237,s.o.,s.o.
17333,2014,Jaguar,F-TYPE S Convertible,Deux places,3.0,6,AS8,Z,12.2,8.7,10.6,27,244,s.o.,s.o.
17334,2014,Jaguar,F-TYPE V8 S Convertible,Deux places,5.0,8,AS8,Z,15.0,10.2,12.8,22,294,s.o.,s.o.
17335,2014,Jaguar,XF,Intermédiaire,2.0,4,AS8,Z,12.3,8.2,10.5,27,242,s.o.,s.o.
17336,2014,Jaguar,XF 3.0L AWD,Intermédiaire,3.0,6,AS8,Z,14.7,9.1,12.2,23,281,s.o.,s.o.
17337,2014,Jaguar,XFR,Intermédiaire,5.0,8,AS8,Z,15.7,10.3,13.3,21,306,s.o.,s.o.
17338,2014,Jaguar,XFR,Intermédiaire,5.0,8,AS8,E,21.3,14.1,18.1,16,290,s.o.,s.o.
17339,2014,Jaguar,XFR-S,Intermédiaire,5.0,8,AS8,Z,15.7,10.3,13.3,21,306,s.o.,s.o.
17340,2014,Jaguar,XJ AWD,Grande berline,3.0,6,AS8,Z,14.6,9.6,12.4,23,285,s.o.,s.o.
17341,2014,Jaguar,XJ Supercharged,Grande berline,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,s.o.,s.o.
17342,2014,Jaguar,XJ Supercharged,Grande berline,5.0,8,AS8,E,20.6,13.6,17.5,16,280,s.o.,s.o.
17343,2014,Jaguar,XJL AWD Portfolio,Grande berline,3.0,6,AS8,Z,14.7,9.6,12.4,23,285,s.o.,s.o.
17344,2014,Jaguar,XJL Supercharged,Grande berline,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,s.o.,s.o.
17345,2014,Jaguar,XJL Supercharged,Grande berline,5.0,8,AS8,E,20.6,13.6,17.5,16,280,s.o.,s.o.
17346,2014,Jaguar,XJR,Grande berline,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,s.o.,s.o.
17347,2014,Jaguar,XJR LWB,Grande berline,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,s.o.,s.o.
17348,2014,Jaguar,XK Convertible,Minicompacte,5.0,8,AS6,Z,15.1,10.6,13.1,22,301,s.o.,s.o.
17349,2014,Jaguar,XK Coupe,Minicompacte,5.0,8,AS6,Z,14.8,9.9,12.6,22,290,s.o.,s.o.
17350,2014,Jaguar,XKR Convertible,Minicompacte,5.0,8,AS6,Z,15.9,10.9,13.7,21,315,s.o.,s.o.
17351,2014,Jaguar,XKR Coupe,Minicompacte,5.0,8,AS6,Z,15.6,10.9,13.5,21,310,s.o.,s.o.
17352,2014,Jaguar,XKR-S Convertible,Minicompacte,5.0,8,AS6,Z,15.9,10.9,13.7,21,315,s.o.,s.o.
17353,2014,Jaguar,XKR-S Coupe,Minicompacte,5.0,8,AS6,Z,15.6,10.9,13.5,21,310,s.o.,s.o.
17354,2014,Jeep,Cherokee,Véhicule utilitaire sport : petit,2.4,4,A9,X,10.9,7.7,9.5,30,218,s.o.,s.o.
17355,2014,Jeep,Cherokee,Véhicule utilitaire sport : petit,3.2,6,A9,X,12.3,8.3,10.5,27,242,s.o.,s.o.
17356,2014,Jeep,Cherokee 4X4,Véhicule utilitaire sport : petit,2.4,4,A9,X,11.3,8.3,10.0,28,230,s.o.,s.o.
17357,2014,Jeep,Cherokee 4X4,Véhicule utilitaire sport : petit,3.2,6,A9,X,12.5,8.8,10.8,26,248,s.o.,s.o.
17358,2014,Jeep,Cherokee 4X4 Active Drive II,Véhicule utilitaire sport : petit,2.4,4,A9,X,11.4,8.6,10.1,28,232,s.o.,s.o.
17359,2014,Jeep,Cherokee 4X4 Active Drive II,Véhicule utilitaire sport : petit,3.2,6,A9,X,12.5,9.1,11.0,26,253,s.o.,s.o.
17360,2014,Jeep,Cherokee Trailhawk 4X4,Véhicule utilitaire sport : petit,2.4,4,A9,X,12.1,9.4,10.9,26,251,s.o.,s.o.
17361,2014,Jeep,Cherokee Trailhawk 4X4,Véhicule utilitaire sport : petit,3.2,6,A9,X,13.4,9.5,11.6,24,267,s.o.,s.o.
17362,2014,Jeep,Compass,Véhicule utilitaire sport : petit,2.0,4,A6,X,11.1,8.3,9.8,29,225,s.o.,s.o.
17363,2014,Jeep,Compass,Véhicule utilitaire sport : petit,2.0,4,AV,X,10.7,8.8,9.9,29,228,s.o.,s.o.
17364,2014,Jeep,Compass,Véhicule utilitaire sport : petit,2.0,4,M5,X,10.2,7.8,9.1,31,209,s.o.,s.o.
17365,2014,Jeep,Compass,Véhicule utilitaire sport : petit,2.4,4,A6,X,11.1,8.3,9.8,29,225,s.o.,s.o.
17366,2014,Jeep,Compass,Véhicule utilitaire sport : petit,2.4,4,M5,X,10.3,8.3,9.4,30,216,s.o.,s.o.
17367,2014,Jeep,Compass 4X4,Véhicule utilitaire sport : petit,2.4,4,A6,X,11.4,8.7,10.2,28,235,s.o.,s.o.
17368,2014,Jeep,Compass 4X4,Véhicule utilitaire sport : petit,2.4,4,M5,X,10.3,8.4,9.4,30,216,s.o.,s.o.
17369,2014,Jeep,Compass 4X4 Trail Rated,Véhicule utilitaire sport : petit,2.4,4,AV,X,11.7,10.3,11.1,25,255,s.o.,s.o.
17370,2014,Jeep,Grand Cherokee 4X4 FFV,Véhicule utilitaire sport : ordinaire,3.6,6,A8,X,13.9,9.8,12.1,23,278,s.o.,s.o.
17371,2014,Jeep,Grand Cherokee 4X4 FFV,Véhicule utilitaire sport : ordinaire,3.6,6,A8,E,17.7,13.0,15.6,18,250,s.o.,s.o.
17372,2014,Jeep,Grand Cherokee 4X4 (MDS),Véhicule utilitaire sport : ordinaire,5.7,8,A8,X,17.3,11.7,14.8,19,340,s.o.,s.o.
17373,2014,Jeep,Grand Cherokee SRT 4X4 (MDS),Véhicule utilitaire sport : ordinaire,6.4,8,A8,Z,18.5,12.6,15.8,18,363,s.o.,s.o.
17374,2014,Jeep,Patriot,Véhicule utilitaire sport : petit,2.0,4,A6,X,11.1,8.3,9.8,29,225,s.o.,s.o.
17375,2014,Jeep,Patriot,Véhicule utilitaire sport : petit,2.0,4,AV,X,10.7,8.8,9.9,29,228,s.o.,s.o.
17376,2014,Jeep,Patriot,Véhicule utilitaire sport : petit,2.0,4,M5,X,10.2,7.8,9.1,31,209,s.o.,s.o.
17377,2014,Jeep,Patriot,Véhicule utilitaire sport : petit,2.4,4,A6,X,11.1,8.3,9.8,29,225,s.o.,s.o.
17378,2014,Jeep,Patriot,Véhicule utilitaire sport : petit,2.4,4,M5,X,10.3,8.3,9.4,30,216,s.o.,s.o.
17379,2014,Jeep,Patriot 4X4,Véhicule utilitaire sport : petit,2.4,4,A6,X,11.4,8.7,10.2,28,235,s.o.,s.o.
17380,2014,Jeep,Patriot 4X4,Véhicule utilitaire sport : petit,2.4,4,M5,X,10.3,8.4,9.4,30,216,s.o.,s.o.
17381,2014,Jeep,Patriot 4X4 Trail Rated,Véhicule utilitaire sport : petit,2.4,4,AV,X,11.7,10.3,11.1,25,255,s.o.,s.o.
17382,2014,Jeep,Wrangler 4X4 (2-Door),Véhicule utilitaire sport : petit,3.6,6,A5,X,14.1,11.1,12.8,22,294,s.o.,s.o.
17383,2014,Jeep,Wrangler 4X4 (2-Door),Véhicule utilitaire sport : petit,3.6,6,M6,X,14.2,11.0,12.8,22,294,s.o.,s.o.
17384,2014,Jeep,Wrangler Unlimited 4X4 (4-Door),Véhicule utilitaire sport : petit,3.6,6,A5,X,14.8,11.7,13.4,21,308,s.o.,s.o.
17385,2014,Jeep,Wrangler Unlimited 4X4 (4-Door),Véhicule utilitaire sport : petit,3.6,6,M6,X,15.0,11.4,13.4,21,308,s.o.,s.o.
17386,2014,Kia,Cadenza,Grande berline,3.3,6,A6,X,12.7,8.8,10.9,26,251,s.o.,s.o.
17387,2014,Kia,Forte,Intermédiaire,1.8,4,A6,X,9.6,6.6,8.3,34,191,s.o.,s.o.
17388,2014,Kia,Forte,Intermédiaire,1.8,4,M6,X,9.3,6.4,8.0,35,184,s.o.,s.o.
17389,2014,Kia,Forte,Intermédiaire,2.0,4,A6,X,9.8,6.6,8.4,34,193,s.o.,s.o.
17390,2014,Kia,Forte,Intermédiaire,2.0,4,M6,X,9.7,6.8,8.4,34,193,s.o.,s.o.
17391,2014,Kia,Forte 5,Grande berline,1.6,4,A6,X,11.1,8.0,9.7,29,223,s.o.,s.o.
17392,2014,Kia,Forte 5,Grande berline,1.6,4,M6,X,11.1,8.2,9.8,29,225,s.o.,s.o.
17393,2014,Kia,Forte 5,Grande berline,2.0,4,A6,X,9.7,6.8,8.4,34,193,s.o.,s.o.
17394,2014,Kia,Forte 5,Grande berline,2.0,4,M6,X,9.8,7.0,8.5,33,196,s.o.,s.o.
17395,2014,Kia,Forte Koup,Compacte,1.6,4,A6,X,10.6,7.9,9.4,30,216,s.o.,s.o.
17396,2014,Kia,Forte Koup,Compacte,1.6,4,M6,X,10.8,8.1,9.6,29,221,s.o.,s.o.
17397,2014,Kia,Forte Koup,Compacte,2.0,4,A6,X,9.6,7.0,8.4,34,193,s.o.,s.o.
17398,2014,Kia,Forte Koup,Compacte,2.0,4,M6,X,9.8,7.2,8.6,33,198,s.o.,s.o.
17399,2014,Kia,Optima,Intermédiaire,2.0,4,A6,X,11.7,7.6,9.9,29,228,s.o.,s.o.
17400,2014,Kia,Optima,Intermédiaire,2.4,4,A6,X,10.2,6.8,8.7,32,200,s.o.,s.o.
17401,2014,Kia,Optima Hybrid,Intermédiaire,2.4,4,AS6,X,6.5,5.9,6.2,46,143,s.o.,s.o.
17402,2014,Kia,Optima Hybrid EX,Intermédiaire,2.4,4,AS6,X,6.7,6.0,6.4,44,147,s.o.,s.o.
17403,2014,Kia,Rio,Compacte,1.6,4,A6,X,8.7,6.3,7.6,37,175,s.o.,s.o.
17404,2014,Kia,Rio,Compacte,1.6,4,M6,X,8.7,6.4,7.7,37,177,s.o.,s.o.
17405,2014,Kia,Rio Eco,Compacte,1.6,4,A6,X,8.5,6.4,7.6,37,175,s.o.,s.o.
17406,2014,Kia,Rondo,Familiale : intermédiaire,2.0,4,A6,X,10.5,7.5,9.2,31,212,s.o.,s.o.
17407,2014,Kia,Rondo,Familiale : intermédiaire,2.0,4,M6,X,10.8,7.4,9.3,30,214,s.o.,s.o.
17408,2014,Kia,Sedona,Fourgonnette,3.5,6,A6,X,13.7,9.9,12.0,24,276,s.o.,s.o.
17409,2014,Kia,Sorento,Véhicule utilitaire sport : petit,2.4,4,A6,X,11.8,8.5,10.3,27,237,s.o.,s.o.
17410,2014,Kia,Sorento,Véhicule utilitaire sport : petit,3.3,6,A6,X,12.9,9.5,11.4,25,262,s.o.,s.o.
17411,2014,Kia,Sorento 4WD,Véhicule utilitaire sport : petit,2.4,4,A6,X,12.3,9.3,11.0,26,253,s.o.,s.o.
17412,2014,Kia,Sorento 4WD,Véhicule utilitaire sport : petit,3.3,6,A6,X,13.4,9.9,11.8,24,271,s.o.,s.o.
17413,2014,Kia,Soul,Familiale : petite,1.6,4,A6,X,9.8,7.9,8.9,32,205,s.o.,s.o.
17414,2014,Kia,Soul,Familiale : petite,1.6,4,M6,X,9.9,7.8,9.0,31,207,s.o.,s.o.
17415,2014,Kia,Soul,Familiale : petite,2.0,4,A6,X,10.1,7.8,9.1,31,209,s.o.,s.o.
17416,2014,Kia,Soul ECO Dynamics,Familiale : petite,2.0,4,A6,X,9.7,7.8,8.8,32,202,s.o.,s.o.
17417,2014,Kia,Sportage,Véhicule utilitaire sport : petit,2.4,4,A6,X,11.4,8.3,10.0,28,230,s.o.,s.o.
17418,2014,Kia,Sportage,Véhicule utilitaire sport : petit,2.4,4,M6,X,12.9,9.3,11.3,25,260,s.o.,s.o.
17419,2014,Kia,Sportage AWD,Véhicule utilitaire sport : petit,2.0,4,A6,X,12.7,9.7,11.4,25,262,s.o.,s.o.
17420,2014,Kia,Sportage AWD,Véhicule utilitaire sport : petit,2.4,4,A6,X,12.0,9.1,10.7,26,246,s.o.,s.o.
17421,2014,Lamborghini,Aventador Coupe,Deux places,6.5,12,A7,Z,22.8,12.9,18.3,15,421,s.o.,s.o.
17422,2014,Lamborghini,Gallardo Coupe,Deux places,5.2,10,A6,Z,18.0,12.8,15.7,18,361,s.o.,s.o.
17423,2014,Lamborghini,Gallardo Coupe,Deux places,5.2,10,M6,Z,20.6,13.5,17.4,16,400,s.o.,s.o.
17424,2014,Land Rover,LR2,Véhicule utilitaire sport : petit,2.0,4,AS6,Z,13.5,9.9,11.9,24,274,s.o.,s.o.
17425,2014,Land Rover,LR4,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,16.3,12.4,14.5,19,334,s.o.,s.o.
17426,2014,Land Rover,Range Rover V6 3.0 SC,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,14.1,10.1,12.3,23,283,s.o.,s.o.
17427,2014,Land Rover,Range Rover V6 3.0 SC FFV,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,14.1,10.1,12.3,23,283,s.o.,s.o.
17428,2014,Land Rover,Range Rover V6 3.0 SC FFV,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,E,19.4,14.8,17.3,16,277,s.o.,s.o.
17429,2014,Land Rover,Range Rover V8 5.0 SC,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,Z,18.0,12.2,15.4,18,354,s.o.,s.o.
17430,2014,Land Rover,Range Rover V8 5.0 SC FFV,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,Z,17.2,12.5,15.1,19,347,s.o.,s.o.
17431,2014,Land Rover,Range Rover V8 5.0 SC FFV,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,E,25.0,16.9,21.4,13,342,s.o.,s.o.
17432,2014,Land Rover,Range Rover LWB V8 5.0 SC,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,Z,18.0,12.2,15.4,18,354,s.o.,s.o.
17433,2014,Land Rover,Range Rover LWB V8 5.0 SC FFV,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,Z,17.2,12.5,15.1,19,347,s.o.,s.o.
17434,2014,Land Rover,Range Rover LWB V8 5.0 SC FFV,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,E,25.0,16.9,21.4,13,342,s.o.,s.o.
17435,2014,Land Rover,Range Rover Sport V6 3.0 SC,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,14.2,10.2,12.4,23,285,s.o.,s.o.
17436,2014,Land Rover,Range Rover Sport V6 3.0 SC FFV,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,14.2,10.2,12.4,23,285,s.o.,s.o.
17437,2014,Land Rover,Range Rover Sport V6 3.0 SC FFV,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,E,19.4,14.9,17.4,16,278,s.o.,s.o.
17438,2014,Land Rover,Range Rover Sport V8 5.0 SC,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,Z,17.3,12.2,15.0,19,345,s.o.,s.o.
17439,2014,Land Rover,Range Rover Sport V8 5.0 SC FFV,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,Z,16.6,12.3,14.7,19,338,s.o.,s.o.
17440,2014,Land Rover,Range Rover Sport V8 5.0 SC FFV,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,E,24.0,16.6,20.7,14,331,s.o.,s.o.
17441,2014,Land Rover,Range Rover Evoque,Véhicule utilitaire sport : petit,2.0,4,AS9,Z,11.3,7.9,9.8,29,225,s.o.,s.o.
17442,2014,Land Rover,Range Rover Evoque Coupe,Véhicule utilitaire sport : petit,2.0,4,AS9,Z,11.3,7.9,9.8,29,225,s.o.,s.o.
17443,2014,Lexus,CT 200h,Compacte,1.8,4,AV,X,5.5,5.8,5.6,50,129,s.o.,s.o.
17444,2014,Lexus,ES 300h,Intermédiaire,2.5,4,AV,X,5.8,6.2,6.0,47,138,s.o.,s.o.
17445,2014,Lexus,ES 350,Intermédiaire,3.5,6,AS6,X,11.3,7.6,9.6,29,221,s.o.,s.o.
17446,2014,Lexus,GS 350,Intermédiaire,3.5,6,AS8,Z,12.1,8.3,10.4,27,239,s.o.,s.o.
17447,2014,Lexus,GS 350 AWD,Intermédiaire,3.5,6,AS6,Z,12.5,9.1,11.0,26,253,s.o.,s.o.
17448,2014,Lexus,GS 450h,Intermédiaire,3.5,6,AV,Z,7.7,7.4,7.6,37,175,s.o.,s.o.
17449,2014,Lexus,GX 460,Véhicule utilitaire sport : ordinaire,4.6,8,AS6,Z,15.7,11.8,13.9,20,320,s.o.,s.o.
17450,2014,Lexus,IS 250,Compacte,2.5,6,AS6,Z,11.2,7.8,9.7,29,223,s.o.,s.o.
17451,2014,Lexus,IS 250 AWD,Compacte,2.5,6,AS6,Z,11.8,8.7,10.4,27,239,s.o.,s.o.
17452,2014,Lexus,IS 250 C,Sous-compacte,2.5,6,AS6,Z,11.2,7.8,9.7,29,223,s.o.,s.o.
17453,2014,Lexus,IS 350,Compacte,3.5,6,AS8,Z,12.2,8.7,10.6,27,244,s.o.,s.o.
17454,2014,Lexus,IS 350 AWD,Compacte,3.5,6,AS6,Z,12.5,9.1,11.0,26,253,s.o.,s.o.
17455,2014,Lexus,IS 350 C,Sous-compacte,3.5,6,AS6,Z,12.1,8.7,10.6,27,244,s.o.,s.o.
17456,2014,Lexus,IS F,Sous-compacte,5.0,8,AS8,Z,14.6,10.1,12.6,22,290,s.o.,s.o.
17457,2014,Lexus,LS 460,Intermédiaire,4.6,8,AS8,Z,14.5,9.6,12.3,23,283,s.o.,s.o.
17458,2014,Lexus,LS 460 AWD,Intermédiaire,4.6,8,AS8,Z,15.1,10.3,12.9,22,297,s.o.,s.o.
17459,2014,Lexus,LS 460 L AWD,Intermédiaire,4.6,8,AS8,Z,15.1,10.3,12.9,22,297,s.o.,s.o.
17460,2014,Lexus,LS 600h L,Intermédiaire,5.0,8,AV,Z,12.0,10.7,11.4,25,262,s.o.,s.o.
17461,2014,Lexus,LX 570,Véhicule utilitaire sport : ordinaire,5.7,8,AS6,Z,18.8,13.6,16.5,17,380,s.o.,s.o.
17462,2014,Lexus,RX 350 AWD,Véhicule utilitaire sport : petit,3.5,6,AS6,X,13.3,9.8,11.7,24,269,s.o.,s.o.
17463,2014,Lexus,RX 350 AWD,Véhicule utilitaire sport : petit,3.5,6,AS8,X,12.7,9.1,11.1,25,255,s.o.,s.o.
17464,2014,Lexus,RX 450h AWD,Véhicule utilitaire sport : petit,3.5,6,AV,Z,7.9,8.6,8.2,34,189,s.o.,s.o.
17465,2014,Lincoln,MKS AWD,Grande berline,3.5,6,AS6,X,13.7,9.4,11.8,24,271,s.o.,s.o.
17466,2014,Lincoln,MKS AWD,Grande berline,3.7,6,AS6,X,13.1,9.0,11.3,25,260,s.o.,s.o.
17467,2014,Lincoln,MKT AWD,Véhicule utilitaire sport : ordinaire,3.5,6,AS6,X,14.8,10.4,12.8,22,294,s.o.,s.o.
17468,2014,Lincoln,MKT Livery,Véhicule à usage spécial,2.0,4,AS6,X,11.5,8.5,10.2,28,235,s.o.,s.o.
17469,2014,Lincoln,MKT Livery AWD,Véhicule à usage spécial,3.7,6,A6,X,14.0,9.9,12.2,23,281,s.o.,s.o.
17470,2014,Lincoln,MKX AWD,Véhicule utilitaire sport : petit,3.7,6,AS6,X,13.7,10.4,12.2,23,281,s.o.,s.o.
17471,2014,Lincoln,MKZ,Intermédiaire,2.0,4,AS6,X,10.5,7.1,9.0,31,207,s.o.,s.o.
17472,2014,Lincoln,MKZ AWD,Intermédiaire,3.7,6,AS6,X,13.1,9.3,11.4,25,262,s.o.,s.o.
17473,2014,Lincoln,MKZ Hybrid,Intermédiaire,2.0,4,AV,X,6.2,6.4,6.3,45,145,s.o.,s.o.
17474,2014,Lincoln,Navigator 4X4 FFV,Véhicule utilitaire sport : ordinaire,5.4,8,A6,X,18.2,13.3,16.0,18,368,s.o.,s.o.
17475,2014,Lincoln,Navigator 4X4 FFV,Véhicule utilitaire sport : ordinaire,5.4,8,A6,E,24.5,18.0,21.6,13,346,s.o.,s.o.
17476,2014,Maserati,Ghibli,Intermédiaire,3.0,6,AS8,Z,15.2,9.6,12.7,22,292,s.o.,s.o.
17477,2014,Maserati,Ghibli AWD,Intermédiaire,3.0,6,AS8,Z,15.2,9.6,12.7,22,292,s.o.,s.o.
17478,2014,Maserati,GranTurismo,Sous-compacte,4.7,8,AS6,Z,18.2,11.4,15.1,19,347,s.o.,s.o.
17479,2014,Maserati,GranTurismo Convertible,Sous-compacte,4.7,8,AS6,Z,18.2,11.7,15.3,18,352,s.o.,s.o.
17480,2014,Maserati,Quattroporte SQ4,Grande berline,3.0,6,AS8,Z,15.9,9.7,13.1,22,301,s.o.,s.o.
17481,2014,Maserati,Quattroporte GTS,Grande berline,3.8,8,AS8,Z,17.6,10.7,14.5,19,334,s.o.,s.o.
17482,2014,Mazda,CX-5,Véhicule utilitaire sport : petit,2.0,4,AS6,X,8.9,7.3,8.2,34,189,s.o.,s.o.
17483,2014,Mazda,CX-5,Véhicule utilitaire sport : petit,2.0,4,M6,X,9.0,6.8,8.0,35,184,s.o.,s.o.
17484,2014,Mazda,CX-5,Véhicule utilitaire sport : petit,2.5,4,AS6,X,9.6,7.4,8.6,33,198,s.o.,s.o.
17485,2014,Mazda,CX-5 4WD,Véhicule utilitaire sport : petit,2.0,4,AS6,X,9.3,7.6,8.5,33,196,s.o.,s.o.
17486,2014,Mazda,CX-5 4WD,Véhicule utilitaire sport : petit,2.5,4,AS6,X,9.8,7.9,8.9,32,205,s.o.,s.o.
17487,2014,Mazda,CX-9,Véhicule utilitaire sport : petit,3.7,6,AS6,X,14.2,10.0,12.3,23,283,s.o.,s.o.
17488,2014,Mazda,CX-9 4WD,Véhicule utilitaire sport : petit,3.7,6,AS6,X,14.3,10.6,12.6,22,290,s.o.,s.o.
17489,2014,Mazda,Mazda2,Compacte,1.5,4,A4,X,8.4,6.9,7.7,37,177,s.o.,s.o.
17490,2014,Mazda,Mazda2,Compacte,1.5,4,M5,X,8.0,6.7,7.4,38,170,s.o.,s.o.
17491,2014,Mazda,Mazda3 4-Door,Compacte,2.0,4,AS6,X,7.9,5.7,6.9,41,159,s.o.,s.o.
17492,2014,Mazda,Mazda3 4-Door,Compacte,2.0,4,M6,X,8.0,5.8,7.0,40,161,s.o.,s.o.
17493,2014,Mazda,Mazda3 4-Door (SIL),Compacte,2.0,4,M6,X,8.0,5.8,7.0,40,161,s.o.,s.o.
17494,2014,Mazda,Mazda3 4-Door,Compacte,2.5,4,AS6,X,8.4,6.1,7.4,38,170,s.o.,s.o.
17495,2014,Mazda,Mazda3 4-Door (i-ELOOP),Compacte,2.5,4,AS6,X,8.3,6.1,7.3,39,168,s.o.,s.o.
